block_id,session_id,block_order,block_type,source_block_name,volume_m,prescription_text,zones,styles,materials,skills,parse_origin,machine_status,source_sheet,source_row
RKF-MAST-DEV-002-B07,RKF-MAST-DEV-002,7,Regenerativo,Regenerativo,200,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,3
RKF-MAST-DEV-003-B01,RKF-MAST-DEV-003,1,Aquecimento,Aquecimento,400,400 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,4
RKF-MAST-DEV-003-B02,RKF-MAST-DEV-003,2,Técnica/Fundamento,Técnica / Fundamento,200,200 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,structured_from_source,READY,Master_Desenv_A2_VALAT,4
RKF-MAST-DEV-003-B03,RKF-MAST-DEV-003,3,Força/Material,Força / Material,300,"300 m: material conforme arquitetura da sessão, resistência leve/moderada e técnica preservada; interromper se houver sobrecarga de ombro.",,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,4
RKF-MAST-DEV-003-B04,RKF-MAST-DEV-003,4,Pré-série,Pré-série,0,0 m: sem pré-série separada; a progressão do treino já prepara diretamente o bloco principal.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,4
RKF-MAST-DEV-003-B05,RKF-MAST-DEV-003,5,Principal,Principal / Arquitetura,700,6×50 (25 pull+palmar pequeno A2/25 livre) + principal 2×200+2×100+2×50 A2.,A2,Livre/Crawl,Palmar pequeno,,structured_from_source,READY,Master_Desenv_A2_VALAT,4
RKF-MAST-DEV-003-B06,RKF-MAST-DEV-003,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,4
RKF-MAST-DEV-003-B07,RKF-MAST-DEV-003,7,Regenerativo,Regenerativo,200,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,4
RKF-MAST-DEV-004-B01,RKF-MAST-DEV-004,1,Aquecimento,Aquecimento,300,300 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,5
RKF-MAST-DEV-004-B02,RKF-MAST-DEV-004,2,Técnica/Fundamento,Técnica / Fundamento,300,300 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,structured_from_source,READY,Master_Desenv_A2_VALAT,5
RKF-MAST-DEV-004-B03,RKF-MAST-DEV-004,3,Força/Material,Força / Material,0,0 m: sem bloco de força/material nesta sessão; objetivo principal é técnico-aeróbio.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,5
RKF-MAST-DEV-004-B04,RKF-MAST-DEV-004,4,Pré-série,Pré-série,200,200 m: preparação A1→A2 ou técnica específica para organizar o estímulo principal sem gerar fadiga precoce.,A2|A1,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,5
RKF-MAST-DEV-004-B05,RKF-MAST-DEV-004,5,Principal,Principal / Arquitetura,800,"50-100-150-200-150-100-50 A2, 15–25s; mesma sensação de velocidade.",A2,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,5
RKF-MAST-DEV-004-B06,RKF-MAST-DEV-004,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,5
RKF-MAST-DEV-004-B07,RKF-MAST-DEV-004,7,Regenerativo,Regenerativo,200,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,5
RKF-MAST-DEV-005-B01,RKF-MAST-DEV-005,1,Aquecimento,Aquecimento,300,300 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,6
RKF-MAST-DEV-005-B02,RKF-MAST-DEV-005,2,Técnica/Fundamento,Técnica / Fundamento,300,300 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,structured_from_source,READY,Master_Desenv_A2_VALAT,6
RKF-MAST-DEV-005-B03,RKF-MAST-DEV-005,3,Força/Material,Força / Material,300,"300 m: material conforme arquitetura da sessão, resistência leve/moderada e técnica preservada; interromper se houver sobrecarga de ombro.",,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,6
RKF-MAST-DEV-005-B04,RKF-MAST-DEV-005,4,Pré-série,Pré-série,0,0 m: sem pré-série separada; a progressão do treino já prepara diretamente o bloco principal.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,6
RKF-MAST-DEV-005-B05,RKF-MAST-DEV-005,5,Principal,Principal / Arquitetura,600,"6×50 perna A1/A2, pé de pato opcional; 6×100 A2 com suporte de perna.",A2|A1,,Pé de pato,Perna,structured_from_source,READY,Master_Desenv_A2_VALAT,6
RKF-MAST-DEV-005-B06,RKF-MAST-DEV-005,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,6
RKF-MAST-DEV-005-B07,RKF-MAST-DEV-005,7,Regenerativo,Regenerativo,200,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,6
RKF-MAST-DEV-006-B01,RKF-MAST-DEV-006,1,Aquecimento,Aquecimento,300,300 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,7
RKF-MAST-DEV-006-B02,RKF-MAST-DEV-006,2,Técnica/Fundamento,Técnica / Fundamento,300,300 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,structured_from_source,READY,Master_Desenv_A2_VALAT,7
RKF-MAST-DEV-006-B03,RKF-MAST-DEV-006,3,Força/Material,Força / Material,0,0 m: sem bloco de força/material nesta sessão; objetivo principal é técnico-aeróbio.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,7
RKF-MAST-DEV-006-B04,RKF-MAST-DEV-006,4,Pré-série,Pré-série,200,200 m: preparação A1→A2 ou técnica específica para organizar o estímulo principal sem gerar fadiga precoce.,A2|A1,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,7
RKF-MAST-DEV-006-B05,RKF-MAST-DEV-006,5,Principal,Principal / Arquitetura,600,3×200 A2 @30s variando padrão respiratório sem hipóxia.,A2,,,Respiração,structured_from_source,READY,Master_Desenv_A2_VALAT,7
RKF-MAST-DEV-006-B06,RKF-MAST-DEV-006,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,7
RKF-MAST-DEV-006-B07,RKF-MAST-DEV-006,7,Regenerativo,Regenerativo,200,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,7
RKF-MAST-DEV-007-B01,RKF-MAST-DEV-007,1,Aquecimento,Aquecimento,400,400 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,8
RKF-MAST-DEV-007-B02,RKF-MAST-DEV-007,2,Técnica/Fundamento,Técnica / Fundamento,200,200 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,structured_from_source,READY,Master_Desenv_A2_VALAT,8
RKF-MAST-DEV-007-B03,RKF-MAST-DEV-007,3,Força/Material,Força / Material,300,"300 m: material conforme arquitetura da sessão, resistência leve/moderada e técnica preservada; interromper se houver sobrecarga de ombro.",,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,8
RKF-MAST-DEV-007-B04,RKF-MAST-DEV-007,4,Pré-série,Pré-série,0,0 m: sem pré-série separada; a progressão do treino já prepara diretamente o bloco principal.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,8
RKF-MAST-DEV-007-B05,RKF-MAST-DEV-007,5,Principal,Principal / Arquitetura,700,6×50 alternando 25 com pé de pato/25 sem; 7×100 A2 sem material.,A2,,Pé de pato,,structured_from_source,READY,Master_Desenv_A2_VALAT,8
RKF-MAST-DEV-007-B06,RKF-MAST-DEV-007,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,8
RKF-MAST-DEV-007-B07,RKF-MAST-DEV-007,7,Regenerativo,Regenerativo,200,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,8
RKF-MAST-DEV-008-B01,RKF-MAST-DEV-008,1,Aquecimento,Aquecimento,300,300 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,9
RKF-MAST-DEV-008-B02,RKF-MAST-DEV-008,2,Técnica/Fundamento,Técnica / Fundamento,300,300 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,structured_from_source,READY,Master_Desenv_A2_VALAT,9
RKF-MAST-DEV-008-B03,RKF-MAST-DEV-008,3,Força/Material,Força / Material,0,0 m: sem bloco de força/material nesta sessão; objetivo principal é técnico-aeróbio.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,9
RKF-MAST-DEV-008-B04,RKF-MAST-DEV-008,4,Pré-série,Pré-série,0,0 m: sem pré-série separada; a progressão do treino já prepara diretamente o bloco principal.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,9
RKF-MAST-DEV-008-B05,RKF-MAST-DEV-008,5,Principal,Principal / Arquitetura,700,"7×100 A2 @25s; comparar tempo + braçadas, sem competir.",A2,,,Braçadas,structured_from_source,READY,Master_Desenv_A2_VALAT,9
RKF-MAST-DEV-008-B06,RKF-MAST-DEV-008,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,9
RKF-MAST-DEV-008-B07,RKF-MAST-DEV-008,7,Regenerativo,Regenerativo,200,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,9
RKF-MAST-DEV-009-B01,RKF-MAST-DEV-009,1,Aquecimento,Aquecimento,300,300 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,10
RKF-MAST-DEV-009-B02,RKF-MAST-DEV-009,2,Técnica/Fundamento,Técnica / Fundamento,300,300 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,structured_from_source,READY,Master_Desenv_A2_VALAT,10
RKF-MAST-DEV-009-B03,RKF-MAST-DEV-009,3,Força/Material,Força / Material,0,0 m: sem bloco de força/material nesta sessão; objetivo principal é técnico-aeróbio.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,10
RKF-MAST-DEV-009-B04,RKF-MAST-DEV-009,4,Pré-série,Pré-série,200,200 m: preparação A1→A2 ou técnica específica para organizar o estímulo principal sem gerar fadiga precoce.,A2|A1,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,10
RKF-MAST-DEV-009-B05,RKF-MAST-DEV-009,5,Principal,Principal / Arquitetura,700,7×100 A2 alternando frequência baixa/natural/discretamente maior; fechar pela relação mais eficiente.,A2,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,10
RKF-MAST-DEV-009-B06,RKF-MAST-DEV-009,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,10
RKF-MAST-DEV-009-B07,RKF-MAST-DEV-009,7,Regenerativo,Regenerativo,200,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,10
RKF-MAST-DEV-010-B01,RKF-MAST-DEV-010,1,Aquecimento,Aquecimento,400,400 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,11
RKF-MAST-DEV-010-B02,RKF-MAST-DEV-010,2,Técnica/Fundamento,Técnica / Fundamento,300,300 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,structured_from_source,READY,Master_Desenv_A2_VALAT,11
RKF-MAST-DEV-010-B03,RKF-MAST-DEV-010,3,Força/Material,Força / Material,0,0 m: sem bloco de força/material nesta sessão; objetivo principal é técnico-aeróbio.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,11
RKF-MAST-DEV-010-B04,RKF-MAST-DEV-010,4,Pré-série,Pré-série,200,200 m: preparação A1→A2 ou técnica específica para organizar o estímulo principal sem gerar fadiga precoce.,A2|A1,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,11
RKF-MAST-DEV-010-B05,RKF-MAST-DEV-010,5,Principal,Principal / Arquitetura,900,1×900 A2 contínuo: 300 amplitude +300 alinhamento/respiração +300 natural.,A2,,,Respiração,structured_from_source,READY,Master_Desenv_A2_VALAT,11
RKF-MAST-DEV-010-B06,RKF-MAST-DEV-010,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,11
RKF-MAST-DEV-010-B07,RKF-MAST-DEV-010,7,Regenerativo,Regenerativo,200,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,11
RKF-MAST-DEV-011-B01,RKF-MAST-DEV-011,1,Aquecimento,Aquecimento,300,300 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,12
RKF-MAST-DEV-011-B02,RKF-MAST-DEV-011,2,Técnica/Fundamento,Técnica / Fundamento,200,200 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,structured_from_source,READY,Master_Desenv_A2_VALAT,12
RKF-MAST-DEV-011-B03,RKF-MAST-DEV-011,3,Força/Material,Força / Material,300,"300 m: material conforme arquitetura da sessão, resistência leve/moderada e técnica preservada; interromper se houver sobrecarga de ombro.",,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,12
RKF-MAST-DEV-011-B04,RKF-MAST-DEV-011,4,Pré-série,Pré-série,200,200 m: preparação A1→A2 ou técnica específica para organizar o estímulo principal sem gerar fadiga precoce.,A2|A1,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,12
RKF-MAST-DEV-011-B05,RKF-MAST-DEV-011,5,Principal,Principal / Arquitetura,500,6×50 pull+palmar médio A2; 4×50 transferência; 5×100 A2.,A2,,Palmar médio,,structured_from_source,READY,Master_Desenv_A2_VALAT,12
RKF-MAST-DEV-011-B06,RKF-MAST-DEV-011,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,12
RKF-MAST-DEV-011-B07,RKF-MAST-DEV-011,7,Regenerativo,Regenerativo,200,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,12
RKF-MAST-DEV-012-B01,RKF-MAST-DEV-012,1,Aquecimento,Aquecimento,300,300 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,13
RKF-MAST-DEV-012-B02,RKF-MAST-DEV-012,2,Técnica/Fundamento,Técnica / Fundamento,300,300 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,structured_from_source,READY,Master_Desenv_A2_VALAT,13
RKF-MAST-DEV-012-B03,RKF-MAST-DEV-012,3,Força/Material,Força / Material,0,0 m: sem bloco de força/material nesta sessão; objetivo principal é técnico-aeróbio.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,13
RKF-MAST-DEV-012-B04,RKF-MAST-DEV-012,4,Pré-série,Pré-série,0,0 m: sem pré-série separada; a progressão do treino já prepara diretamente o bloco principal.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,13
RKF-MAST-DEV-012-B05,RKF-MAST-DEV-012,5,Principal,Principal / Arquitetura,800,"8×100 A2, cada um com foco: apoio, alinhamento, rotação, respiração, perna, comprimento, frequência, integração.",A2,,,Respiração|Perna|Sensibilidade,structured_from_source,READY,Master_Desenv_A2_VALAT,13
RKF-MAST-DEV-012-B06,RKF-MAST-DEV-012,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,13
RKF-MAST-DEV-012-B07,RKF-MAST-DEV-012,7,Regenerativo,Regenerativo,200,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,13
RKF-MAST-DEV-013-B01,RKF-MAST-DEV-013,1,Aquecimento,Aquecimento,400,400 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,14
RKF-MAST-DEV-013-B02,RKF-MAST-DEV-013,2,Técnica/Fundamento,Técnica / Fundamento,200,200 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,structured_from_source,READY,Master_Desenv_A2_VALAT,14
RKF-MAST-DEV-013-B03,RKF-MAST-DEV-013,3,Força/Material,Força / Material,0,0 m: sem bloco de força/material nesta sessão; objetivo principal é técnico-aeróbio.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,14
